mage_path,label
data/raw/sid_set/00000_00125.jpg,0
data/raw/sid_set/00000_00126.jpg,0
data/raw/sid_set/00000_00127.jpg,1
data/raw/sid_set/00000_00128.jpg,1
data/raw/sid_set/00000_00129.jpg,0
data/raw/sid_set/00000_00130.jpg,0
data/raw/sid_set/00000_00133.jpg,0
data/raw/sid_set/00000_00135.jpg,1
data/raw/sid_set/00000_00136.jpg,1
data/raw/sid_set/00000_00137.jpg,1
data/raw/sid_set/00000_00139.jpg,1
data/raw/sid_set/00000_00141.jpg,0
data/raw/sid_set/00000_00142.jpg,0
data/raw/sid_set/00000_00143.jpg,1
data/raw/sid_set/00000_00145.jpg,1
data/raw/sid_set/00000_00146.jpg,1
data/raw/sid_set/00000_00148.jpg,1
data/raw/sid_set/00000_00149.jpg,0
data/raw/sid_set/00000_00150.jpg,0
data/raw/sid_set/00000_00151.jpg,0
data/raw/sid_set/00000_00152.jpg,1
data/raw/sid_set/00000_00153.jpg,1
data/raw/sid_set/00000_00154.jpg,1
data/raw/sid_set/00000_00155.jpg,1
data/raw/sid_set/00000_00158.jpg,1
data/raw/sid_set/00000_00160.jpg,0
data/raw/sid_set/00000_00162.jpg,1
data/raw/sid_set/00000_00163.jpg,0
data/raw/sid_set/00000_00164.jpg,1
data/raw/sid_set/00000_00165.jpg,1
data/raw/sid_set/00000_00166.jpg,0
data/raw/sid_set/00000_00167.jpg,0
data/raw/sid_set/00000_00168.jpg,1
data/raw/sid_set/00000_00169.jpg,1
data/raw/sid_set/00000_00170.jpg,1
data/raw/sid_set/00000_00172.jpg,0
data/raw/sid_set/00000_00173.jpg,0
data/raw/sid_set/00000_00174.jpg,1
data/raw/sid_set/00000_00176.jpg,1
data/raw/sid_set/00000_00178.jpg,0
data/raw/sid_set/00000_00180.jpg,1
data/raw/sid_set/00000_00181.jpg,0
data/raw/sid_set/00000_00183.jpg,1
data/raw/sid_set/00000_00184.jpg,1
data/raw/sid_set/00000_00185.jpg,1
data/raw/sid_set/00000_00186.jpg,0
data/raw/sid_set/00000_00190.jpg,0
data/raw/sid_set/00000_00191.jpg,1
data/raw/sid_set/00000_00192.jpg,1
data/raw/sid_set/00000_00193.jpg,1
data/raw/sid_set/00000_00194.jpg,1
data/raw/sid_set/00000_00195.jpg,1
data/raw/sid_set/00000_00196.jpg,1
data/raw/sid_set/00000_00197.jpg,1
data/raw/sid_set/00000_00198.jpg,1
data/raw/sid_set/00000_00200.jpg,1
data/raw/sid_set/00000_00202.jpg,1
data/raw/sid_set/00000_00203.jpg,0
data/raw/sid_set/00000_00204.jpg,1
data/raw/sid_set/00000_00205.jpg,1
data/raw/sid_set/00000_00206.jpg,0
data/raw/sid_set/00000_00207.jpg,0
data/raw/sid_set/00000_00210.jpg,1
data/raw/sid_set/00000_00211.jpg,1
data/raw/sid_set/00000_00212.jpg,0
data/raw/sid_set/00000_00213.jpg,0
data/raw/sid_set/00000_00217.jpg,1
data/raw/sid_set/00000_00218.jpg,1
data/raw/sid_set/00000_00219.jpg,0
data/raw/sid_set/00000_00221.jpg,1
data/raw/sid_set/00000_00222.jpg,0
data/raw/sid_set/00000_00228.jpg,0
data/raw/sid_set/00000_00229.jpg,0
data/raw/sid_set/00000_00230.jpg,1
data/raw/sid_set/00000_00231.jpg,0
data/raw/sid_set/00000_00232.jpg,1
data/raw/sid_set/00000_00234.jpg,0
data/raw/sid_set/00000_00236.jpg,0
data/raw/sid_set/00000_00237.jpg,1
data/raw/sid_set/00000_00243.jpg,1
data/raw/sid_set/00000_00244.jpg,0
data/raw/sid_set/00000_00245.jpg,0
data/raw/sid_set/00000_00246.jpg,0
data/raw/sid_set/00000_00247.jpg,0
data/raw/sid_set/00000_00248.jpg,0
data/raw/sid_set/00000_00249.jpg,0
data/raw/sid_set/00000_00250.jpg,1
data/raw/sid_set/00000_00251.jpg,1
data/raw/sid_set/00000_00252.jpg,1
data/raw/sid_set/00000_00256.jpg,1
data/raw/sid_set/00000_00257.jpg,0
data/raw/sid_set/00000_00258.jpg,0
data/raw/sid_set/00000_00259.jpg,1
data/raw/sid_set/00000_00260.jpg,0
data/raw/sid_set/00000_00261.jpg,0
data/raw/sid_set/00000_00263.jpg,1
data/raw/sid_set/00000_00264.jpg,0
data/raw/sid_set/00000_00265.jpg,0
data/raw/sid_set/00000_00266.jpg,1
data/raw/sid_set/00000_00267.jpg,1
data/raw/sid_set/00000_00270.jpg,0
data/raw/sid_set/00000_00274.jpg,1
data/raw/sid_set/00000_00275.jpg,0
data/raw/sid_set/00000_00276.jpg,1
data/raw/sid_set/00000_00277.jpg,0
data/raw/sid_set/00000_00278.jpg,1
data/raw/sid_set/00000_00279.jpg,1
data/raw/sid_set/00000_00282.jpg,0
data/raw/sid_set/00000_00283.jpg,0
data/raw/sid_set/00000_00286.jpg,1
data/raw/sid_set/00000_00287.jpg,0
data/raw/sid_set/00000_00288.jpg,1
data/raw/sid_set/00000_00289.jpg,1
data/raw/sid_set/00000_00290.jpg,1
data/raw/sid_set/00000_00291.jpg,1
data/raw/sid_set/00000_00292.jpg,1
data/raw/sid_set/00000_00294.jpg,1
data/raw/sid_set/00000_00296.jpg,1
data/raw/sid_set/00000_00298.jpg,0
data/raw/sid_set/00000_00299.jpg,0
data/raw/sid_set/00000_00300.jpg,0
data/raw/sid_set/00000_00301.jpg,0
data/raw/sid_set/00000_00302.jpg,1
data/raw/sid_set/00000_00303.jpg,0
data/raw/sid_set/00000_00305.jpg,1
data/raw/sid_set/00000_00306.jpg,1
data/raw/sid_set/00000_00307.jpg,0
data/raw/sid_set/00000_00309.jpg,0
data/raw/sid_set/00000_00310.jpg,0
data/raw/sid_set/00000_00311.jpg,0
data/raw/sid_set/00000_00312.jpg,1
data/raw/sid_set/00000_00313.jpg,0
data/raw/sid_set/00000_00315.jpg,1
data/raw/sid_set/00000_00316.jpg,0
data/raw/sid_set/00000_00317.jpg,0
data/raw/sid_set/00000_00318.jpg,0
data/raw/sid_set/00000_00319.jpg,0
data/raw/sid_set/00000_00321.jpg,1
data/raw/sid_set/00000_00322.jpg,1
data/raw/sid_set/00000_00323.jpg,0
data/raw/sid_set/00000_00325.jpg,0
data/raw/sid_set/00000_00326.jpg,0
data/raw/sid_set/00000_00328.jpg,1
data/raw/sid_set/00000_00329.jpg,1
data/raw/sid_set/00000_00330.jpg,1
data/raw/sid_set/00000_00332.jpg,0
data/raw/sid_set/00000_00335.jpg,0
data/raw/sid_set/00000_00336.jpg,1
data/raw/sid_set/00000_00337.jpg,1
data/raw/sid_set/00000_00338.jpg,1
data/raw/sid_set/00000_00339.jpg,0
data/raw/sid_set/00000_00340.jpg,0
data/raw/sid_set/00000_00341.jpg,0
data/raw/sid_set/00000_00343.jpg,0
data/raw/sid_set/00000_00345.jpg,0
data/raw/sid_set/00000_00346.jpg,1
data/raw/sid_set/00000_00348.jpg,0
data/raw/sid_set/00000_00350.jpg,1
data/raw/sid_set/00000_00351.jpg,0
data/raw/sid_set/00000_00353.jpg,0
data/raw/sid_set/00000_00354.jpg,0
data/raw/sid_set/00000_00355.jpg,1
data/raw/sid_set/00000_00356.jpg,1
data/raw/sid_set/00000_00357.jpg,1
data/raw/sid_set/00000_00358.jpg,0
data/raw/sid_set/00000_00360.jpg,1
data/raw/sid_set/00000_00361.jpg,1
data/raw/sid_set/00000_00364.jpg,0
data/raw/sid_set/00000_00365.jpg,1
data/raw/sid_set/00000_00366.jpg,0
data/raw/sid_set/00000_00370.jpg,0
data/raw/sid_set/00000_00372.jpg,1
data/raw/sid_set/00000_00373.jpg,0
data/raw/sid_set/00000_00375.jpg,0
data/raw/sid_set/00000_00376.jpg,0
data/raw/sid_set/00000_00378.jpg,0
data/raw/sid_set/00000_00379.jpg,1
data/raw/sid_set/00000_00380.jpg,1
data/raw/sid_set/00000_00381.jpg,0
data/raw/sid_set/00000_00383.jpg,1
data/raw/sid_set/00000_00385.jpg,1
data/raw/sid_set/00000_00386.jpg,0
data/raw/sid_set/00000_00387.jpg,1
data/raw/sid_set/00000_00391.jpg,0
data/raw/sid_set/00000_00392.jpg,1
data/raw/sid_set/00000_00393.jpg,1
data/raw/sid_set/00000_00394.jpg,1
data/raw/sid_set/00000_00395.jpg,0
data/raw/sid_set/00000_00396.jpg,1
data/raw/sid_set/00000_00397.jpg,1
data/raw/sid_set/00000_00399.jpg,1
data/raw/sid_set/00000_00400.jpg,1
data/raw/sid_set/00000_00402.jpg,0
data/raw/sid_set/00000_00403.jpg,1
data/raw/sid_set/00000_00404.jpg,0
data/raw/sid_set/00000_00406.jpg,1
data/raw/sid_set/00000_00408.jpg,0
data/raw/sid_set/00000_00409.jpg,1
data/raw/sid_set/00000_00410.jpg,1
data/raw/sid_set/00000_00411.jpg,1
data/raw/sid_set/00000_00412.jpg,1
data/raw/sid_set/00000_00413.jpg,0
data/raw/sid_set/00000_00415.jpg,0
data/raw/sid_set/00000_00416.jpg,1
data/raw/sid_set/00000_00417.jpg,1
data/raw/sid_set/00000_00418.jpg,0
data/raw/sid_set/00000_00419.jpg,0
data/raw/sid_set/00000_00420.jpg,1
data/raw/sid_set/00000_00421.jpg,1
data/raw/sid_set/00000_00422.jpg,0
data/raw/sid_set/00000_00423.jpg,1
data/raw/sid_set/00000_00424.jpg,1
data/raw/sid_set/00000_00425.jpg,1
data/raw/sid_set/00000_00426.jpg,0
data/raw/sid_set/00000_00428.jpg,1
data/raw/sid_set/00000_00430.jpg,0
data/raw/sid_set/00000_00431.jpg,1
data/raw/sid_set/00000_00432.jpg,1
data/raw/sid_set/00000_00433.jpg,1
data/raw/sid_set/00000_00434.jpg,1
data/raw/sid_set/00000_00435.jpg,0
data/raw/sid_set/00000_00437.jpg,0
data/raw/sid_set/00000_00440.jpg,1
data/raw/sid_set/00000_00442.jpg,1
data/raw/sid_set/00000_00443.jpg,1
data/raw/sid_set/00000_00444.jpg,0
data/raw/sid_set/00000_00445.jpg,1
data/raw/sid_set/00000_00446.jpg,1
data/raw/sid_set/00000_00447.jpg,1
data/raw/sid_set/00000_00448.jpg,1
data/raw/sid_set/00000_00449.jpg,1
data/raw/sid_set/00000_00450.jpg,1
data/raw/sid_set/00000_00453.jpg,0
data/raw/sid_set/00000_00454.jpg,1
data/raw/sid_set/00000_00456.jpg,0
data/raw/sid_set/00000_00459.jpg,0
data/raw/sid_set/00000_00461.jpg,0
data/raw/sid_set/00000_00463.jpg,0
data/raw/sid_set/00000_00464.jpg,0
data/raw/sid_set/00000_00466.jpg,1
data/raw/sid_set/00000_00467.jpg,0
data/raw/sid_set/00000_00468.jpg,0
data/raw/sid_set/00000_00470.jpg,1
data/raw/sid_set/00000_00471.jpg,0
data/raw/sid_set/00000_00472.jpg,1
data/raw/sid_set/00000_00473.jpg,1
data/raw/sid_set/00000_00475.jpg,1
data/raw/sid_set/00000_00476.jpg,0
data/raw/sid_set/00000_00477.jpg,0
data/raw/sid_set/00000_00479.jpg,1
data/raw/sid_set/00000_00481.jpg,0
data/raw/sid_set/00000_00482.jpg,1
data/raw/sid_set/00000_00484.jpg,0
data/raw/sid_set/00000_00485.jpg,0
data/raw/sid_set/00000_00486.jpg,0
data/raw/sid_set/00000_00487.jpg,1
data/raw/sid_set/00000_00488.jpg,0
data/raw/sid_set/00000_00490.jpg,0
data/raw/sid_set/00000_00491.jpg,1
data/raw/sid_set/00000_00493.jpg,1
data/raw/sid_set/00000_00495.jpg,1
data/raw/sid_set/00000_00496.jpg,0
data/raw/sid_set/00000_00497.jpg,0
data/raw/sid_set/00000_00498.jpg,0
data/raw/sid_set/00000_00499.jpg,1
data/raw/sid_set/00000_00501.jpg,0
data/raw/sid_set/00000_00503.jpg,1
data/raw/sid_set/00000_00506.jpg,0
data/raw/sid_set/00000_00507.jpg,0
data/raw/sid_set/00000_00508.jpg,0
data/raw/sid_set/00000_00510.jpg,1
data/raw/sid_set/00000_00511.jpg,0
data/raw/sid_set/00000_00512.jpg,1
data/raw/sid_set/00000_00513.jpg,0
data/raw/sid_set/00000_00514.jpg,0
data/raw/sid_set/00000_00515.jpg,0
data/raw/sid_set/00000_00516.jpg,0
data/raw/sid_set/00000_00517.jpg,1
data/raw/sid_set/00000_00518.jpg,0
data/raw/sid_set/00000_00520.jpg,1
data/raw/sid_set/00000_00521.jpg,0
data/raw/sid_set/00000_00522.jpg,0
data/raw/sid_set/00000_00523.jpg,0
data/raw/sid_set/00000_00524.jpg,1
data/raw/sid_set/00000_00526.jpg,1
data/raw/sid_set/00000_00527.jpg,1
data/raw/sid_set/00000_00528.jpg,0
data/raw/sid_set/00000_00529.jpg,0
data/raw/sid_set/00000_00531.jpg,0
data/raw/sid_set/00000_00532.jpg,0
data/raw/sid_set/00000_00533.jpg,0
data/raw/sid_set/00000_00534.jpg,1
data/raw/sid_set/00000_00535.jpg,1
data/raw/sid_set/00000_00536.jpg,0
data/raw/sid_set/00000_00540.jpg,1
data/raw/sid_set/00000_00541.jpg,1
data/raw/sid_set/00000_00542.jpg,0
data/raw/sid_set/00000_00543.jpg,0
data/raw/sid_set/00000_00544.jpg,1
data/raw/sid_set/00000_00546.jpg,1
data/raw/sid_set/00000_00548.jpg,0
data/raw/sid_set/00000_00549.jpg,1
data/raw/sid_set/00000_00550.jpg,0
data/raw/sid_set/00000_00551.jpg,0
data/raw/sid_set/00000_00552.jpg,1
data/raw/sid_set/00000_00553.jpg,1
data/raw/sid_set/00000_00554.jpg,0
data/raw/sid_set/00000_00555.jpg,0
data/raw/sid_set/00000_00556.jpg,0
data/raw/sid_set/00000_00557.jpg,1
data/raw/sid_set/00000_00558.jpg,0
data/raw/sid_set/00000_00560.jpg,1
data/raw/sid_set/00000_00561.jpg,1
data/raw/sid_set/00000_00564.jpg,1
data/raw/sid_set/00000_00565.jpg,1
data/raw/sid_set/00000_00566.jpg,0
data/raw/sid_set/00000_00568.jpg,1
data/raw/sid_set/00000_00569.jpg,1
data/raw/sid_set/00000_00571.jpg,0
data/raw/sid_set/00000_00574.jpg,0
data/raw/sid_set/00000_00575.jpg,0
data/raw/sid_set/00000_00576.jpg,0
data/raw/sid_set/00000_00578.jpg,0
data/raw/sid_set/00000_00579.jpg,1
data/raw/sid_set/00000_00580.jpg,1
data/raw/sid_set/00000_00581.jpg,1
data/raw/sid_set/00000_00582.jpg,0
data/raw/sid_set/00000_00584.jpg,0
data/raw/sid_set/00000_00585.jpg,0
data/raw/sid_set/00000_00586.jpg,0
data/raw/sid_set/00000_00588.jpg,0
data/raw/sid_set/00000_00593.jpg,1
data/raw/sid_set/00000_00595.jpg,1
data/raw/sid_set/00000_00597.jpg,0
data/raw/sid_set/00000_00599.jpg,0
data/raw/sid_set/00000_00600.jpg,1
data/raw/sid_set/00000_00602.jpg,0
data/raw/sid_set/00000_00604.jpg,0
data/raw/sid_set/00000_00605.jpg,1
data/raw/sid_set/00000_00606.jpg,1
data/raw/sid_set/00000_00607.jpg,1
data/raw/sid_set/00000_00608.jpg,1
data/raw/sid_set/00000_00609.jpg,1
data/raw/sid_set/00000_00610.jpg,1
data/raw/sid_set/00000_00611.jpg,0
data/raw/sid_set/00000_00612.jpg,1
data/raw/sid_set/00000_00614.jpg,1
data/raw/sid_set/00000_00616.jpg,1
data/raw/sid_set/00000_00617.jpg,0
data/raw/sid_set/00000_00618.jpg,0
data/raw/sid_set/00000_00619.jpg,0
data/raw/sid_set/00000_00620.jpg,0
data/raw/sid_set/00000_00621.jpg,0
data/raw/sid_set/00000_00622.jpg,0
data/raw/sid_set/00000_00623.jpg,0
data/raw/sid_set/00000_00626.jpg,1
data/raw/sid_set/00000_00627.jpg,1
data/raw/sid_set/00000_00628.jpg,0
data/raw/sid_set/00000_00629.jpg,0
data/raw/sid_set/00000_00630.jpg,0
data/raw/sid_set/00000_00631.jpg,1
data/raw/sid_set/00000_00632.jpg,1
data/raw/sid_set/00000_00634.jpg,1
data/raw/sid_set/00000_00635.jpg,0
data/raw/sid_set/00000_00639.jpg,1
data/raw/sid_set/00000_00640.jpg,1
data/raw/sid_set/00000_00644.jpg,1
data/raw/sid_set/00000_00645.jpg,1
data/raw/sid_set/00000_00646.jpg,1
data/raw/sid_set/00000_00647.jpg,1
data/raw/sid_set/00000_00648.jpg,0
data/raw/sid_set/00000_00649.jpg,1
data/raw/sid_set/00000_00650.jpg,0
data/raw/sid_set/00000_00653.jpg,0
data/raw/sid_set/00000_00654.jpg,1
data/raw/sid_set/00000_00655.jpg,1
data/raw/sid_set/00000_00656.jpg,1
data/raw/sid_set/00000_00657.jpg,0
data/raw/sid_set/00000_00658.jpg,1
data/raw/sid_set/00000_00662.jpg,0
data/raw/sid_set/00000_00663.jpg,0
data/raw/sid_set/00000_00667.jpg,1
data/raw/sid_set/00000_00669.jpg,1
data/raw/sid_set/00000_00671.jpg,0
data/raw/sid_set/00000_00675.jpg,0
data/raw/sid_set/00000_00677.jpg,0
data/raw/sid_set/00000_00678.jpg,1
data/raw/sid_set/00000_00686.jpg,1
data/raw/sid_set/00000_00687.jpg,0
data/raw/sid_set/00000_00688.jpg,1
data/raw/sid_set/00000_00689.jpg,0
data/raw/sid_set/00000_00690.jpg,1
data/raw/sid_set/00000_00692.jpg,0
data/raw/sid_set/00000_00695.jpg,1
data/raw/sid_set/00000_00696.jpg,1
data/raw/sid_set/00000_00697.jpg,1
data/raw/sid_set/00000_00698.jpg,1
data/raw/sid_set/00000_00700.jpg,1
data/raw/sid_set/00000_00701.jpg,1
data/raw/sid_set/00000_00702.jpg,0
data/raw/sid_set/00000_00703.jpg,0
data/raw/sid_set/00000_00705.jpg,1
data/raw/sid_set/00000_00707.jpg,0
data/raw/sid_set/00000_00709.jpg,0
data/raw/sid_set/00000_00712.jpg,0
data/raw/sid_set/00000_00713.jpg,0
data/raw/sid_set/00000_00714.jpg,1
data/raw/sid_set/00000_00715.jpg,0
data/raw/sid_set/00000_00719.jpg,0
data/raw/sid_set/00000_00720.jpg,0
data/raw/sid_set/00000_00722.jpg,1
data/raw/sid_set/00000_00723.jpg,1
data/raw/sid_set/00000_00724.jpg,0
data/raw/sid_set/00000_00725.jpg,0
data/raw/sid_set/00000_00726.jpg,0
data/raw/sid_set/00000_00727.jpg,1
data/raw/sid_set/00000_00728.jpg,0
data/raw/sid_set/00000_00729.jpg,0
data/raw/sid_set/00000_00731.jpg,1
data/raw/sid_set/00000_00732.jpg,1
data/raw/sid_set/00000_00733.jpg,0
data/raw/sid_set/00000_00734.jpg,1
data/raw/sid_set/00000_00735.jpg,1
data/raw/sid_set/00000_00736.jpg,1
data/raw/sid_set/00000_00737.jpg,0
data/raw/sid_set/00000_00738.jpg,0
data/raw/sid_set/00000_00741.jpg,0
data/raw/sid_set/00000_00742.jpg,0
data/raw/sid_set/00000_00745.jpg,0
data/raw/sid_set/00000_00746.jpg,0
data/raw/sid_set/00000_00747.jpg,1
data/raw/sid_set/00000_00749.jpg,1
data/raw/sid_set/00000_00750.jpg,1
data/raw/sid_set/00000_00752.jpg,0
data/raw/sid_set/00000_00753.jpg,1
data/raw/sid_set/00000_00754.jpg,0
data/raw/sid_set/00000_00755.jpg,1
data/raw/sid_set/00000_00756.jpg,1
data/raw/sid_set/00000_00757.jpg,1
data/raw/sid_set/00000_00758.jpg,0
data/raw/sid_set/00000_00759.jpg,1
data/raw/sid_set/00000_00760.jpg,0
data/raw/sid_set/00000_00762.jpg,0
data/raw/sid_set/00000_00763.jpg,1
data/raw/sid_set/00000_00764.jpg,0
data/raw/sid_set/00000_00765.jpg,1
data/raw/sid_set/00000_00767.jpg,1
data/raw/sid_set/00000_00768.jpg,1
data/raw/sid_set/00000_00769.jpg,1
data/raw/sid_set/00000_00772.jpg,0
data/raw/sid_set/00000_00774.jpg,1
data/raw/sid_set/00000_00775.jpg,0
data/raw/sid_set/00000_00777.jpg,0
data/raw/sid_set/00000_00778.jpg,1
data/raw/sid_set/00000_00780.jpg,0
data/raw/sid_set/00000_00782.jpg,0
data/raw/sid_set/00000_00783.jpg,1
data/raw/sid_set/00000_00785.jpg,0
data/raw/sid_set/00000_00786.jpg,0
data/raw/sid_set/00000_00787.jpg,0
data/raw/sid_set/00000_00788.jpg,0
data/raw/sid_set/00000_00790.jpg,1
data/raw/sid_set/00000_00791.jpg,0
data/raw/sid_set/00000_00793.jpg,1
data/raw/sid_set/00000_00797.jpg,0
data/raw/sid_set/00000_00799.jpg,0
data/raw/sid_set/00000_00800.jpg,1
data/raw/sid_set/00000_00801.jpg,1
data/raw/sid_set/00000_00803.jpg,0
data/raw/sid_set/00000_00804.jpg,0
data/raw/sid_set/00000_00805.jpg,0
data/raw/sid_set/00000_00806.jpg,1
data/raw/sid_set/00000_00807.jpg,0
data/raw/sid_set/00000_00808.jpg,0
data/raw/sid_set/00000_00809.jpg,1
data/raw/sid_set/00000_00811.jpg,0
data/raw/sid_set/00000_00812.jpg,0
data/raw/sid_set/00000_00814.jpg,0
data/raw/sid_set/00000_00815.jpg,0
data/raw/sid_set/00000_00817.jpg,1
data/raw/sid_set/00000_00818.jpg,1
data/raw/sid_set/00000_00819.jpg,1
data/raw/sid_set/00000_00823.jpg,1
data/raw/sid_set/00000_00826.jpg,0
data/raw/sid_set/00000_00827.jpg,1
data/raw/sid_set/00000_00829.jpg,1
data/raw/sid_set/00000_00830.jpg,0
data/raw/sid_set/00000_00831.jpg,0
data/raw/sid_set/00000_00832.jpg,1
data/raw/sid_set/00000_00834.jpg,1
data/raw/sid_set/00000_00835.jpg,1
data/raw/sid_set/00000_00836.jpg,0
data/raw/sid_set/00000_00837.jpg,0
data/raw/sid_set/00000_00840.jpg,1
data/raw/sid_set/00000_00841.jpg,0
data/raw/sid_set/00000_00842.jpg,0
data/raw/sid_set/00000_00843.jpg,0
data/raw/sid_set/00001_00001.jpg,0
data/raw/sid_set/00001_00003.jpg,0
data/raw/sid_set/00001_00004.jpg,0
data/raw/sid_set/00001_00006.jpg,0
data/raw/sid_set/00001_00008.jpg,1
data/raw/sid_set/00001_00009.jpg,0
data/raw/sid_set/00001_00011.jpg,0
data/raw/sid_set/00001_00012.jpg,0
data/raw/sid_set/00001_00016.jpg,0
data/raw/sid_set/00001_00018.jpg,1
data/raw/sid_set/00001_00019.jpg,1
data/raw/sid_set/00001_00020.jpg,1
data/raw/sid_set/00001_00022.jpg,1
data/raw/sid_set/00001_00023.jpg,0
data/raw/sid_set/00001_00024.jpg,0
data/raw/sid_set/00001_00025.jpg,0
data/raw/sid_set/00001_00028.jpg,1
data/raw/sid_set/00001_00029.jpg,0
data/raw/sid_set/00001_00030.jpg,0
data/raw/sid_set/00001_00032.jpg,0
data/raw/sid_set/00001_00034.jpg,1
data/raw/sid_set/00001_00038.jpg,1
data/raw/sid_set/00001_00039.jpg,1
data/raw/sid_set/00001_00040.jpg,1
data/raw/sid_set/00001_00042.jpg,1
data/raw/sid_set/00001_00043.jpg,1
data/raw/sid_set/00001_00045.jpg,0
data/raw/sid_set/00001_00046.jpg,1
data/raw/sid_set/00001_00047.jpg,0
data/raw/sid_set/00001_00048.jpg,1
data/raw/sid_set/00001_00050.jpg,1
data/raw/sid_set/00001_00051.jpg,1
data/raw/sid_set/00001_00052.jpg,1
data/raw/sid_set/00001_00053.jpg,1
data/raw/sid_set/00001_00054.jpg,0
data/raw/sid_set/00001_00055.jpg,1
data/raw/sid_set/00001_00057.jpg,0
data/raw/sid_set/00001_00058.jpg,1
data/raw/sid_set/00001_00059.jpg,0
data/raw/sid_set/00001_00060.jpg,0
data/raw/sid_set/00001_00061.jpg,1
data/raw/sid_set/00001_00062.jpg,1
data/raw/sid_set/00001_00065.jpg,0
data/raw/sid_set/00001_00066.jpg,1
data/raw/sid_set/00001_00068.jpg,0
data/raw/sid_set/00001_00069.jpg,0
data/raw/sid_set/00001_00070.jpg,0
data/raw/sid_set/00001_00071.jpg,1
data/raw/sid_set/00001_00072.jpg,0
data/raw/sid_set/00001_00073.jpg,0
data/raw/sid_set/00001_00074.jpg,1
data/raw/sid_set/00001_00077.jpg,1
data/raw/sid_set/00001_00078.jpg,1
data/raw/sid_set/00001_00079.jpg,1
data/raw/sid_set/00001_00080.jpg,0
data/raw/sid_set/00001_00082.jpg,1
data/raw/sid_set/00001_00083.jpg,1
data/raw/sid_set/00001_00084.jpg,1
data/raw/sid_set/00001_00086.jpg,0
